año;eleccion_tipo;recuento_tipo;padron_tipo;distrito_id;distrito_nombre;seccionprovincial_id;seccionprovincial_nombre;seccion_id;seccion_nombre;circuito_id;circuito_nombre;mesa_id;mesa_tipo;mesa_electores;cargo_id;cargo_nombre;agrupacion_id;agrupacion_nombre;lista_numero;lista_nombre;votos_tipo;votos_cantidad;total_votos_en_mesa;porcentaje
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;501;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;45;45;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;1;NATIVOS;345;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;44;44;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;2;NATIVOS;339;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;38;38;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;3;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;35;35;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;4;NATIVOS;345;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;41;41;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;5;NATIVOS;351;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;0;0;nan
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;6;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;35;35;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;7;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;33;33;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;8;NATIVOS;339;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;55;55;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;9;NATIVOS;345;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;36;36;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;10;NATIVOS;344;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;33;33;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;11;NATIVOS;347;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;48;48;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;12;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;41;41;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;13;NATIVOS;344;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;54;54;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;14;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;49;49;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;15;NATIVOS;344;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;52;52;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;16;NATIVOS;341;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;34;34;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;17;NATIVOS;341;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;43;43;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;18;NATIVOS;347;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;54;54;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;19;NATIVOS;345;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;46;46;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;20;NATIVOS;342;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;39;39;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;21;NATIVOS;343;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;35;35;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;22;NATIVOS;345;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;42;42;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;1;1;23;NATIVOS;344;1;PRESIDENTE Y VICE;135;LA LIBERTAD AVANZA;;;POSITIVO;56;56;100,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;475;NATIVOS;349;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;59;224;26,34
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;476;NATIVOS;343;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;59;215;27,44
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;477;NATIVOS;346;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;52;219;23,74
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;478;NATIVOS;349;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;85;231;36,80
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;479;NATIVOS;343;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;73;236;30,93
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;480;NATIVOS;344;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;69;251;27,49
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;58;495;23,43
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;482;NATIVOS;347;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;63;225;28,00
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;483;NATIVOS;344;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;60;129;46,51
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;484;NATIVOS;341;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;60;129;46,51
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;485;NATIVOS;343;1;PRESIDENTE Y VICE;132;JUNTOS POR EL CAMBIO;;;POSITIVO;58;138;42,03
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;475;NATIVOS;349;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;4;224;1,79
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;476;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;6;215;2,79
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;477;NATIVOS;346;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;6;219;2,74
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;478;NATIVOS;349;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;2;231;0,87
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;479;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;4;236;1,69
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;480;NATIVOS;344;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;9;251;3,59
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;481;NATIVOS;342;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;9;495;3,64
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;482;NATIVOS;347;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;2;225;0,89
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;483;NATIVOS;344;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;11;129;8,53
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;484;NATIVOS;341;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;10;129;7,75
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;485;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;9;138;6,52
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;486;NATIVOS;347;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;8;74;10,81
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;487;NATIVOS;344;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;9;83;10,84
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;488;NATIVOS;340;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;10;77;12,99
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;489;NATIVOS;342;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;5;332;3,01
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;490;NATIVOS;344;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;6;65;9,23
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;491;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;5;66;7,58
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;492;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;4;74;5,41
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;493;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;11;84;13,10
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;19;19;494;NATIVOS;343;1;PRESIDENTE Y VICE;133;HACEMOS POR NUESTRO PAIS;;;POSITIVO;7;68;10,29
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;475;NATIVOS;349;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;9;224;4,02
2023;GENERAL;PROVISORIO;NORMAL;1;Ciudad Autónoma de Buenos Aires;0;;1;Comuna 01;18;18;476;NATIVOS;343;1;PRESIDENTE Y VICE;136;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;;;POSITIVO;13;215;6,05
